epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,550.484,0.90016,0.69966,1.07541,0.79362,0.84723,0.85004,0.63294,1.17989,1.20494,1.23912,0.000402982,0.000402982,0.000402982
46,562.048,0.88894,0.67713,1.07178,0.82416,0.74229,0.82553,0.61898,1.15877,1.19617,1.2594,0.000395913,0.000395913,0.000395913
47,575.592,0.88496,0.67539,1.07249,0.80669,0.78334,0.84025,0.64058,1.13044,1.13398,1.21136,0.000388844,0.000388844,0.000388844
48,586.613,0.88221,0.6724,1.07699,0.85059,0.79162,0.84557,0.6404,1.09931,1.07953,1.18449,0.000381776,0.000381776,0.000381776
49,597.783,0.88801,0.67675,1.07975,0.80896,0.80293,0.83525,0.63071,1.12718,1.15372,1.21275,0.000374707,0.000374707,0.000374707
50,609.826,0.88644,0.66369,1.07194,0.88255,0.77203,0.84717,0.64948,1.11153,1.12118,1.20307,0.000367639,0.000367639,0.000367639
51,621.046,0.86039,0.65282,1.06168,0.80587,0.8225,0.85608,0.65065,1.11774,1.10106,1.24784,0.00036057,0.00036057,0.00036057
52,634.324,0.865,0.65022,1.06277,0.89187,0.81436,0.85584,0.64644,1.11546,1.09595,1.23262,0.000353501,0.000353501,0.000353501
53,646.817,0.86045,0.65404,1.05562,0.84561,0.81299,0.84026,0.63643,1.13544,1.16243,1.22353,0.000346433,0.000346433,0.000346433
54,658.588,0.86267,0.64765,1.07007,0.86119,0.78289,0.84482,0.64766,1.16142,1.19795,1.21671,0.000339364,0.000339364,0.000339364
55,671.141,0.86184,0.65308,1.06596,0.80125,0.82628,0.84227,0.63817,1.13803,1.15127,1.21109,0.000332296,0.000332296,0.000332296
56,682.722,0.85219,0.63919,1.05536,0.81797,0.84067,0.83872,0.62793,1.18566,1.18104,1.20769,0.000325227,0.000325227,0.000325227
57,693.843,0.84143,0.63082,1.0532,0.85837,0.83037,0.85447,0.65804,1.12554,1.11321,1.2059,0.000318158,0.000318158,0.000318158
58,704.903,0.83745,0.62611,1.05699,0.89592,0.80958,0.86079,0.6634,1.11998,1.14508,1.21038,0.00031109,0.00031109,0.00031109
59,715.987,0.82214,0.61325,1.04377,0.85657,0.81532,0.84451,0.62056,1.18032,1.09206,1.2138,0.000304021,0.000304021,0.000304021
60,727.207,0.84284,0.62444,1.05481,0.81357,0.78829,0.8066,0.60549,1.11094,1.243,1.19313,0.000296953,0.000296953,0.000296953
61,738.722,0.82546,0.61259,1.0466,0.84603,0.77859,0.83442,0.63158,1.11908,1.11195,1.20581,0.000289884,0.000289884,0.000289884
62,751.356,0.81496,0.61396,1.04353,0.85072,0.81986,0.84162,0.66043,1.07253,1.11494,1.17609,0.000282815,0.000282815,0.000282815
63,762.59,0.80899,0.59617,1.03831,0.81932,0.80874,0.85225,0.65223,1.06312,1.11367,1.14208,0.000275747,0.000275747,0.000275747
64,773.757,0.80963,0.60275,1.03969,0.83208,0.81339,0.84954,0.65518,1.11185,1.06162,1.19981,0.000268678,0.000268678,0.000268678
65,785.085,0.79182,0.59402,1.02909,0.85944,0.80463,0.85725,0.66788,1.04326,1.0684,1.18258,0.00026161,0.00026161,0.00026161
66,796.522,0.80188,0.59046,1.03283,0.80916,0.8632,0.87119,0.67744,1.08686,1.10304,1.17755,0.000254541,0.000254541,0.000254541
67,807.834,0.79887,0.58979,1.03709,0.82352,0.81559,0.85875,0.66486,1.08626,1.09474,1.18971,0.000247472,0.000247472,0.000247472
68,820.406,0.78772,0.57662,1.03109,0.887,0.832,0.87781,0.67178,1.11835,1.08213,1.189,0.000240404,0.000240404,0.000240404
69,832.788,0.7833,0.58598,1.02925,0.83114,0.82309,0.85502,0.66097,1.10966,1.08579,1.21585,0.000233335,0.000233335,0.000233335
70,843.364,0.77736,0.57223,1.0256,0.88493,0.84319,0.89134,0.69884,1.06313,1.05189,1.16712,0.000226267,0.000226267,0.000226267
71,854.504,0.77849,0.57329,1.0263,0.84474,0.78622,0.85765,0.67203,1.06573,1.0559,1.17762,0.000219198,0.000219198,0.000219198
72,865.077,0.76583,0.56226,1.02593,0.87456,0.82371,0.85854,0.67165,1.08612,1.07863,1.20475,0.000212129,0.000212129,0.000212129
73,875.47,0.76051,0.55872,1.02369,0.90952,0.81678,0.86998,0.68565,1.07464,1.08265,1.17301,0.000205061,0.000205061,0.000205061
74,887.241,0.78201,0.57212,1.02868,0.81029,0.8197,0.85303,0.66684,1.03913,1.04118,1.14617,0.000197992,0.000197992,0.000197992
75,899.168,0.73854,0.54248,1.01259,0.89119,0.78056,0.86999,0.68935,1.10424,1.01378,1.18689,0.000190924,0.000190924,0.000190924
76,910.468,0.74876,0.54765,1.01383,0.86031,0.82882,0.86397,0.66411,1.0656,1.07915,1.15828,0.000183855,0.000183855,0.000183855
77,921.711,0.74484,0.54665,1.01767,0.79429,0.85326,0.85355,0.66767,1.03829,0.99843,1.14641,0.000176786,0.000176786,0.000176786
78,932.921,0.7408,0.55184,1.01398,0.86308,0.83469,0.85154,0.65216,1.09213,1.08099,1.16844,0.000169718,0.000169718,0.000169718
79,944.058,0.74083,0.54501,1.01082,0.8697,0.81811,0.85524,0.66663,1.07688,1.08552,1.16065,0.000162649,0.000162649,0.000162649
80,955.239,0.74581,0.54333,1.00704,0.79791,0.84661,0.84793,0.65485,1.08218,1.06467,1.15199,0.000155581,0.000155581,0.000155581
81,966.594,0.72286,0.53125,1.00418,0.89178,0.75996,0.86573,0.68046,1.04072,1.03643,1.15846,0.000148512,0.000148512,0.000148512
82,977.843,0.73989,0.53619,1.01301,0.7651,0.86409,0.86753,0.678,1.10382,1.0321,1.18368,0.000141443,0.000141443,0.000141443
83,989.257,0.73467,0.53496,1.0047,0.87563,0.82922,0.86401,0.66398,1.09141,1.04267,1.19062,0.000134375,0.000134375,0.000134375
84,1000.51,0.72596,0.5279,1.00338,0.87861,0.80993,0.85931,0.65496,1.10272,1.08302,1.19197,0.000127306,0.000127306,0.000127306
85,1011.73,0.73385,0.53183,1.00801,0.85157,0.78098,0.85354,0.66665,1.05832,1.03544,1.16811,0.000120238,0.000120238,0.000120238
86,1023.5,0.7,0.51879,0.99782,0.82278,0.84223,0.87019,0.67703,1.02511,0.96828,1.16815,0.000113169,0.000113169,0.000113169
87,1035.02,0.70841,0.51869,0.9958,0.86439,0.82674,0.869,0.68455,1.00651,1.00286,1.16602,0.0001061,0.0001061,0.0001061
88,1048.09,0.69748,0.52384,0.99749,0.86103,0.81285,0.86033,0.66658,1.06931,1.04778,1.18482,9.90318e-05,9.90318e-05,9.90318e-05
89,1059.47,0.69922,0.50855,0.99313,0.88818,0.83134,0.86523,0.66956,1.10067,1.06937,1.17848,9.19632e-05,9.19632e-05,9.19632e-05
90,1070.74,0.69975,0.51061,0.99115,0.90261,0.82295,0.85875,0.66534,1.10517,1.06723,1.19546,8.48946e-05,8.48946e-05,8.48946e-05
91,1137.78,0.63682,0.45395,0.97855,0.83121,0.82564,0.85323,0.65751,1.09328,1.0443,1.17588,7.7826e-05,7.7826e-05,7.7826e-05
92,1149.04,0.61613,0.4328,0.96647,0.86134,0.81605,0.84527,0.65165,1.16827,1.07119,1.21259,7.07574e-05,7.07574e-05,7.07574e-05
93,1160.22,0.59532,0.42262,0.94932,0.85975,0.82219,0.8437,0.65935,1.14784,1.06368,1.21066,6.36888e-05,6.36888e-05,6.36888e-05
94,1170.99,0.58544,0.41631,0.9542,0.85653,0.8123,0.84384,0.66354,1.10057,1.03264,1.18518,5.66202e-05,5.66202e-05,5.66202e-05
95,1181.77,0.58177,0.41346,0.94786,0.85381,0.81996,0.84772,0.672,1.0792,1.03888,1.18503,4.95516e-05,4.95516e-05,4.95516e-05
96,1192.55,0.57644,0.40917,0.93841,0.85222,0.81306,0.85243,0.67127,1.09514,1.03981,1.19139,4.2483e-05,4.2483e-05,4.2483e-05
97,1203.39,0.56204,0.40725,0.92916,0.82886,0.82331,0.85348,0.67466,1.05514,1.02724,1.17706,3.54144e-05,3.54144e-05,3.54144e-05
98,1214.15,0.56726,0.40202,0.93552,0.85972,0.80689,0.85386,0.67125,1.08399,1.04051,1.17722,2.83458e-05,2.83458e-05,2.83458e-05
99,1224.96,0.561,0.40204,0.93594,0.85607,0.81485,0.85401,0.68139,1.0602,1.0368,1.17642,2.12772e-05,2.12772e-05,2.12772e-05
100,1235.89,0.56291,0.40039,0.93507,0.90329,0.79992,0.86261,0.69121,1.05391,1.03919,1.1746,1.42086e-05,1.42086e-05,1.42086e-05
